,comment_text
4464,"Sollte ein Kanzler nicht die Mehrheit der Bevölkerung haben? Wie soll man Beschlüsse akzeptieren, wenn man nicht hinter der Person steht, welche uns mal wieder aufs Auge gedrückt wird🤔"
4465,"Traurig, dass die Union mehr Zeit in den Streit um die Kanzlerkandidat ur legt als in die Bewältigung der Coronapandemie. Keine der Unionspartei ist deshalb regierungsfähig . Kasperlverein."
4466,Kein Bürger hat in der jetzigen Zeit wohl Verständnis für Machtkämpfe von CDU und CSU um den Kanzlerkandidat . Alle Kraft der Politiker wird jetzt gebraucht für die Bekämpfung der Corona Pandemie.
4467,Ganz schön dünn diese Sendung. Nach 15 Minuten reicht es mir. Schlechtes Niveau!!!! ...und Tschüss
4468,Die Union verschläft Deutschland - wir brauchen eine Erneuerung die mit der CDU als führender Partei nicht möglich sein wird. Mit Söder hätten sie noch eine Chance. Aber sie sollten eher mit Juniorpartner oder Opposition rechnen.
4469,"Alle die hier über Frau Merkel schimpfen,werde n sie sich noch zuruewuenschen. Sie ist allein besser wie die beiden anderen zusammen."
4470,"Wenn die Union ihre Entscheidung nicht revediert, ist dies der Startschuss zum Untergang !! Laschet bedeutet weiter so, mit der bereits abgetauchten Angela Merkel. Söder würde gewissermasen Aufbruch bedeuten. 👍👍"
4471,"Es wird wohl keiner von beiden, und wer wird denn überhaupt gefragt bei den Umfragen und ich würde mal sagen das die Bürgerinnen und Bürger die Nase voll haben, die bekommen ja noch nicht mal die Pandemie in den Griff außer nur noch Lockdown verlängern oder verschärfen und das nervt die Bevölkerung."
4472,"Mit Laschet als Kanzlerkandidat wird die CDU niemals stärkste Kraft. Und sollten die Grünen gleichzeitig die Baerbock zur Kandidatin machen, könnte sogar Scholz noch eine winzig kleine Chance haben Kanzler zu werden."
4473,"Auf jedenfall Söder, mit Laschet ist die Union raus, viele Stimmen werden dann an die FDP oder sogar an die SPD gehen."
4474,"Ich gehöre zur sogenannten CDU Basis, sitze im Rat der Stadt Schwerte und bin fassungslos. Die Mitglieder in diesem wichtigen Entscheidungspr ozess nicht mit einzubeziehen zeigt, mit welcher Kaltschnäuzigke it Führungsgremien in unserer Partei Entscheidungen ohne die Basis treffen. Die CDU Führung macht wie in BaWü den großen Fehler, sich selbst zu überschätzen und die Grünen zu unterschätzen. Ohne die Basis vor Ort gibt es dort auch keinen Wahlkampf. Vielleicht hat das Präsidium dies bei ihrem theoretischen Einschätzen von Erfolgschancen übersehen."
4475,"Liebe Nutzer*innen, wir freuen uns über die rege Beteiligung an dieser Diskussion. Bitte bleiben Sie aber fair und respektvoll untereinander und auch gegenüber unseren Gästen – danke."
4476,"Söder oder Laschet? Ich weiß es nicht. Laschet stellt sich ständig selbst ein Bein. Seine Corona- Politik ist ein einziges hin und her. Söder versucht sich als rigoroser Hardliner und steht einem Bundesland vor, dessen Coronazahlen hoch sind. Besserung ist nicht so richtig in Sicht. Beide Kandidaten wirken wenig überzeugend."
4477,"Verschiebt die Wahl am besten bis zum Ende der Corona Krise. Dann konzentrieren sich die Kandidaten wohl mehr auf eben diese, als auf ihre Kandidatur."
4478,"Die Coronakrise werden wir bald hinter uns lassen. Solange CDU/ CSU danach auch nur Politik machen, die uns Bürger immer mehr finanziell belasten, spielt es keine Rolle, wer von beiden Kanzlerkandidat wird. Unwählbar sind für mich beide, wenn sie Frau Merkels Politik fortführen."
4479,"Die Medien zerreissen Laschet um Söder auf den Thron zu hieven. Bayrische Verhältnisse in ganz Deutschland sind zu befürchten. Ein bisschen Grusel ist schon dabei. Aber als Alternative zu Baerbock/ Habeck akzeptabel. Weißwurst, Fleischkäs und Brezel in Preußen, sind immer noch besser als ein gesetzlich vorgeschrittene s Ernährungsprogr amm und Fahrradpflicht und Flugverbot für alle."
4480,"@hart aber fair... typisch, nun stürzt sich jede Redaktion wie die Geier auf das Theme Kanzlerkandidat dieser vom Bundesbürger nicht gewollten Union! Gibt es nicht wichtigere politische Inhalte wie zum Beispiel die ganzen Verfehlungen und Versäumnisse, welche durch diese Corona Pandemie mehr als deutlich wurden! Digitalisierung seit Jahren ein Wahlkampfthema - total versagen bislang / Ausstattung der Behörden als auch deren Personaldecke - mangelhaft bis ungenügend, man verheizt hier gutes Personal, weil man den Arbeitsaufwand nicht mehr bewältigt bekommt und letztendlich viele einen Burnout erleiden! Wo sind diese Themen ""Hart aber Fair"" Redaktion????"
4481,"Herr Laschet wäre der optimale Kanzlerkandidat , um die Union in die Opposition zu führen, was nicht das schlechteste wäre, nach den ganzen Skandalen und Affären, er mit inbegriffen (Schutzkleidung -Affäre).😉  Andererseits ist Herr Söder der Einzige ""brauchbare"" Kanzlerkandidat , wenn man sich die potenziellen Kandidaten/ innen der anderen Parteien so anschaut."
4482,"...völlig egal wer Kanzlerkandidat wird, die Wahlbeteiligung wird bei der Politikverdross enheit bestimmt unter 40% liegen und sich im Fall einer Regierungsbetei ligung leider nach den Grünen richten...."
4483,"Die Union hat ein ähnliches Personalproblem , wie fast alle anderen Parteien auch: Kaum echte Führungspersönl ichkeiten mit Rückgrat und Charisma. Das läuft alles unter der Überschrift ""Weiter so!"", was eine mittlete Katastrophe ist. Nur mit Friedrich März wäre wohl ein Wandel zum Positiven denkbar."
4484,"Söder nach Berlin, dann haben wir ihn los und Bayern kann sich von Restdeutschland lösen. Söder kommt ohne Visa (kriegt er eh keines) nicht mehr in Bayern rein. 🥳"
4485,"Haben wir denn so gar keine anderen Themen als Lockdown, Corona oder die K-Frage? Es macht mir echt keinen Spaß mehr Eure Talkshows zu gucken, wo sowieso keiner ausreden kann. 🤮"
4486,"Für mich wäre Söder als Kanzlerkandidat die bessere Alternative, weil er wahrscheinlich bei den CDU Wählern mehr Rückendeckung hätte. Letztendlich liegt es nicht in der Hand des Wählers über den Kandidaten der CDU/CSU zu entscheiden. Ich denke das es dem Ausgang der Bundestagswahl aber schon beeinflussen könnte. Schlimm finde ich, dass die Corona Pandemie quer durch alle Parteien benutzt wird um Wählerstimmen zu haschen."
4487,"Der Wähler hat in dieser Frage ja eh nichts zu sagen. Er wählt weder den Kanzlerkandidat en noch Staatssekretäre noch den Kanzleramtsmini ster noch die Hunderte von Millionen teuren Berater... im nicht ganz so demokratisch gekürten Regierungsviert el laufen eine Menge Leute herum, die von keinem Menschen gewählt wurden, die jedoch die Politik maßgeblich mitbestimmen. Ich stimme für einen Politikwechsel mit unverbrauchten Politikern, die noch nicht ausgelaugt und noch nicht von machtpolitische n Interessen irgendwelcher Stiftungen oder Konzerne belastet sind."
4488,"Mit Laschet ist es doch in der CDU beschlossene Sache, das Kanzleramt über die Auswahl des Kandidaten bereits aufzugeben."
4489,bei dieser Parteienlandsch aft mit ihren Kandidaten fällt es mehr als schwer zu wählen. Ist doch einfach nix mehr wählbar🤷 Immer nur hohle Phrasen und Symbolpolitik. Und sie wirken immer so als wenn es ihnen eh egal wäre.
4490,"Es ist einfach an der Zeit, die Union komplett aus der Verantwortung zu nehmen. Wir brauchen reformwillige Parteien, die uns in eine Zukunft bringen. Die Finanzierung des Staates und seiner Sozialsysteme muss endlich auch sozial umgestaltet werden. Wir brauchen Perspektiven für Viele und nicht die maßlosen Gewinne für einige Wenige."
4491,"Als Angela Merkel 2005 angetreten ist, haben ihr auch viele nicht zugetraut, dass sie Kanzlerin kann. Also abwarten. Wir leben nicht in einer Diktatur und der Kanzler bzw. die Kanzlerin bestimmen die Politik nicht alleine. Wichtig ist, dass die Person die Partei und die Regierung hinter sich hat und dass sie von den europäischen Partnern anerkannt wird."
4492,"ich bin der Meinung, dass die Union einen Generationswand el vollziehen sollte. Die Ministerpräside nten Hans und Günther wären doch eine Option."
4493,Gar keiner von der Union. Wir brauchen ein soziales und solidarisches Deutschland und keine korrupten und arroganten von der Union!!!
4494,Keiner der Kandidaten ist meiner Meinung für das Amt des Kanzlers würdig. Es geht nur um den Machterhalt und nicht mehr um das wohl des Volkes. Alle Politiker haben die Nähe zum Volk verloren und leben in ihrer eigenen Traumwelt. Die Probleme des normalen Bürgers werden ignoriert oder werden übergangen. Ein Kanzler ist ein bürgernaher Mensch des Volkes dem er dienen muss und nicht umgekehrt.
4495,"Kanzlerkandidat ur ist doch völlig egal. Das interessiert auch kaum jemanden. Wenn das unser Top Thema in Deutschland ist, läuft ja schon wieder was gewaltig schief!"
4496,Ganz Europa und der Rest der Welt lacht jetzt schon über uns. Zu Blöd genug Masken für alle Bürger zu besorgen.Dann das Impfchaos. Nicht zu vergessen die Schnelltests.Ni chts funktioniert. Dann das ständige Einsperren der Bürger Namens Lockdown. Das haben die beiden in meinen Augen untauglichen Kandidaten und der Rest der Regierung zu Verantworten. Wir waren mal ein Land der Dichter und Denker. Heute sind wir nur noch ein Witz. Machtgeile Politiker nutzen keinem Land. Lasst die jungen noch hungrigen Politiker ran mit neuen und frischen Ideen und nicht das alte Eisen..
4497,"Wo läuft etwas holprig, verehrtes Team von Hart aber Fair? Ich dachte immer, zu einer Wahl gehört auch eine Auswahl. Die Union und auch die Grünen haben eben mehrere fähige Kandidaten/ in. Das tut einer Demokratie gut. Glücklicherweise gibt es nur außerhalb der Demokratie den einzig Wahren und Richtigen."
4498,"Weder der Grinsebär Laschet hat das Format zum Kanzler, denn man kann jeden seiner Schachzüge in seinem Gesicht ablesen, noch ein selbstverliebte r Söder. Hier kämpfen Pest und Cholera gegeneinander, um an den Trog zu kommen."
4499,"Es geht schon lange nicht mehr um den bestmöglichen Kandidaten. Die Moral ist schon bei den letzten CDU Parteitagen vor die Hunde gegangen( siehe Friedrich Merz) . Jeder möchte sich mit seinem Kandidaten den besten Posten sichern, es geht nicht ums Beste für die Partei und das Land... hart aber fair ist es eben schon lange nicht mehr..."
4500,"Aus dem Schatten von Angel Merkel treten...... Für mich gäbe es unabhängig all dieser unsäglichen Parteien, nur eine die auf den Posten sollte, und das wäre Frau Sahra Wagenknecht!"
4501,Weder Söder noch Laschet haben die Eier in der Hose dieses Land zu führen.  KEINE STIMME für CDU/CSU sowie grüne und SPD. Die Politische Verarschung muss aufhören. Ausreden werden durch Wiederholungen und schlechter Krisenbewältigu ng immer mehr zur Belastung der Bürger. Lügen und Betrug zeigen die Gier derer die das Volk für doof verkaufen wollen
4502,"Kann Angi nicht doch nochmal antreten ??? Ich bin weiß Gott, kein Fan der CDU aber bei allem was nach Merkel kommen könnte, würde ich mir sehnlichst wünschen, sie würde weiter machen."
4503,"Innerhalb der Pandemie gezeigt was können, nämlich nichts außer rumgurken. Völlig überfordert und dann noch das Impfchaos! Bei mir sind sie erstmal raus. Und Herr Laschet redet wie das Fähnchen sich dreht, er hat keine eigene Meinung. Und jetzt vor den Wahlen brauchen sie auch nichts mehr schönreden. Die haben Deutschland zum Witzland gemacht!"
4504,"Gibt es grade nix wichtigeres als Laschet und Söder eine Pkattform zur Wahl zum Bundeskanzler zu geben? Millionen kämpfen um ihre Existenzen,daru m sollte man sich jetzt nun vordringlich kümmern,da der angekündigte Lockdown und die Gesetzesänderun g ausser Frust bei den Bürgern nichts bringen wird !!!🤔 #hartaberfair"
4505,Warum setzt man nicht mal Bürger statt Politiker etc. in die Sendung? Wahrscheinlich würde man unangenehme Dinge hören.
4506,Vor allem in einer Pandemie die keine ist. Florida? Texas? Schweden? South Dakota? Und selbst wenn es an einer höheren Impfquote liegt warum werden nicht positive Anreize geschaffen nach dem Motto -macht alle mit- aber einer Quote von 51% beenden wir alle Maßnahmen? Und freiwillig. Wer sich impfen lassen will soll es tun. Wer nicht trägt das Risiko selbst. Warum in aller Welt wird so ein wahnsinniger Druck aufgebaut????
4507,"In Deutschland sind Börsennachricht en wichtiger als zum Beispiel die Menge der vorhandenen Impfstoffe, wie viele davon verimpft sind, die Zahlen des rki. Keine Kurzfilme wie MRNA funktioniert, keine Hinweise auf Fake news. Anscheinend haben viele Menschen immer noch nicht begriffen, dass es dem Virus egal ist auf welchen parteipolitisch en zwei Beinen es sich verbreiten kann. Und was ich immer noch nicht verstehe : in den Landtagen sitzt man getrennt mit Scheiben, in unserem Schulen mit Mantel und Mütze."
4508,"Schaue zur Zeit öfter einmal bei Markus Lanz `rein: da werden die harten Fragen gestellt, wenn auch nicht immer fair. Aber so wünsche ich mir Journalismus. Hart in der Sache und immer wieder nachbohren. So wurde schon Laschet entblättert. Toll! Warum kommt der Lanz immer so spät ? Hat einen Platz so um 20/ 21 Uhr verdient."
4509,"Mein Vertrauen ging dadurch verloren, dass die Politik zwar die Gesundheit über die Freiheit stellt, aber offensichtlich nicht über den Kommerz, wie man an anhaltenden Einsparungsmaßn ahmen im Gesundheitsbere ich (Klinik- und Bettenabbau, Ausstattung der Gesundheitsämte r, Löhne von Pflegepersonal, etc.), Bildungsbereich (Ausstattung von Schulen mit Luftfiltern), etc., sowie an diversen Bereicherungssk andalen einzelner Politiker erkennen kann..."
4510,Die systematische Erzeugung von Angst hat unsere Regierung und viele Medien gut drauf. Immerhin sind 99% der Bevölkerung nicht erkrankt.
4511,"Die Idee dürfte klar sein. Es geht einzig und allein darum , Druck auf Impfunwillige-/ kritiker auszuüben. Und zwar gar nicht so sehr über die ""Privilegien"", sondern über die Unklarheit der Weitergabe des Virus durch Geimpfte. Das RKI hat diese Erkenntnisse ja auch nicht weiter begründet. Es ist bisher nix weiter als eine Behauptung/ Meinung, man kann auch sagen Fake-News. Wenn man aber die Geimpften als Super-Spreader verwendet, bzw. die Möglichkeit der Weitergabe im Unklaren und Vagen lässt, geht für Nicht-Geimpfte eine mindestens gefühlte höhere Gefahr aus. Der Gruppendruck wird also immens größer. Interessant dürfte auch sein, wie eine Verweigerung der Grundrechte mit der immer noch praktizierten Verantwortungsü bernahme der Patentienten einhergeht. Einerseits dürfen sie bestimmte Dinge nicht, wenn sie nicht geimpft sind, müssen aber bei der Impfung andererseits unterschreiben, dass sie selbst die Verantwortung der Impfung übernehmen, weil sie sich ""freiwillig"" dazu entschieden haben. Schade, dass in diesem Pseudo-Rechtsst aat die Judikative in dieser ganzen Sache, wie erwartet, nach wie vor nicht in die Gänge kommt. Von wegen Rechtsstaat. Seit der NS-Zeit hat sich, wenn es drauf ankommt, am Versagen und Opportunismus der Judikative genau Null geändert. Die waren früher auf der Seite der Mächtigen und sind es heute erwartungsgemäß wieder. Interessant auch, dass die Kirchen sich nicht dazu äußern. Die entscheidende Frage ist also: Wieso ist das eigentliche Ziel die reine Vergabe der Impfungen? Mit der Bekämpfung der sog. Pandemie scheint das immer weniger zu tun zu haben, jedenfalls ist das nicht logisch. Klar, schwere Verläufen scheinen auch reduziert zu werden..(schein en...der Beweis ist noch nicht vollständig erbracht). Es scheint aber dennoch einen Effekt in diese Richtung zu haben, das mag wohl niemand bestreiten. Der Druck der dazu aufgebaut wird, passt aber nicht wirklich zu diesem Erfolg. Wenn man den monetären, zeitlichen etc. Einsatz zur Vergabe der Impfungen mit anderen notwendigen Maßnahmen vergleicht, die sonst so bisher NICHT in Angriff genommen wurden und einen X-Mal höheren positiven Effekt auf die Volksgesundheit hätten, kann man schon mal ins Grübeln geraten. Irgendwas passt hier einfach rein logisch nicht zusammen. Das Ganze ist in sich nicht schlüssig. Leider werden wir die Wahrheit - wenn es wirklich eine andere gibt, auch das ist ja nicht sicher, sondern nur eine Vermutung - erst erfahren, wenn es zu spät ist."
